size,runtime
10000,0.0032737255096435547
10000,0.003324747085571289
10000,0.003358125686645508
10000,0.0033767223358154297
10000,0.003272533416748047
20000,0.004702568054199219
20000,0.004708528518676758
20000,0.004848480224609375
20000,0.004838228225708008
20000,0.00490880012512207
30000,0.006682634353637695
30000,0.006571054458618164
30000,0.006650686264038086
30000,0.006577253341674805
30000,0.006576061248779297
40000,0.009214401245117188
40000,0.010185956954956055
40000,0.01058340072631836
40000,0.010336875915527344
40000,0.010452985763549805
50000,0.01247096061706543
50000,0.011638641357421875
50000,0.00951075553894043
50000,0.009118795394897461
50000,0.00899195671081543
60000,0.010458707809448242
60000,0.010593652725219727
60000,0.010494709014892578
60000,0.011157035827636719
60000,0.01056051254272461
70000,0.01190042495727539
70000,0.01247859001159668
70000,0.01204824447631836
70000,0.012012481689453125
70000,0.011880159378051758
80000,0.014036178588867188
80000,0.014009475708007812
80000,0.014046430587768555
80000,0.013895273208618164
80000,0.014042139053344727
90000,0.015487194061279297
90000,0.014992237091064453
90000,0.015127182006835938
90000,0.015010833740234375
90000,0.015104055404663086
100000,0.016660213470458984
100000,0.01697683334350586
100000,0.016434907913208008
100000,0.016852140426635742
100000,0.016678571701049805
110000,0.018405437469482422
110000,0.01849651336669922
110000,0.018397092819213867
110000,0.01845860481262207
110000,0.018568992614746094
120000,0.020169973373413086
120000,0.020292282104492188
120000,0.0198361873626709
120000,0.020028114318847656
120000,0.020050525665283203
130000,0.021509408950805664
130000,0.0213620662689209
130000,0.021607398986816406
130000,0.021171092987060547
130000,0.021088361740112305
140000,0.023304224014282227
140000,0.022491455078125
140000,0.022894859313964844
140000,0.022524595260620117
140000,0.022504091262817383
150000,0.023960113525390625
150000,0.024376869201660156
150000,0.024029254913330078
150000,0.024091720581054688
150000,0.023890256881713867
160000,0.026038408279418945
160000,0.025794267654418945
160000,0.026038646697998047
160000,0.025892019271850586
160000,0.02617955207824707
170000,0.02763652801513672
170000,0.02751755714416504
170000,0.027629375457763672
170000,0.027466297149658203
170000,0.026985645294189453
180000,0.02881455421447754
180000,0.02909708023071289
180000,0.0288846492767334
180000,0.028522491455078125
180000,0.028949499130249023
190000,0.030153989791870117
190000,0.030694961547851562
190000,0.029954910278320312
190000,0.030786752700805664
190000,0.0303952693939209
200000,0.03194832801818848
200000,0.031644344329833984
200000,0.03185844421386719
200000,0.03158092498779297
200000,0.032126665115356445
210000,0.033158302307128906
210000,0.0330204963684082
210000,0.03306126594543457
210000,0.03285479545593262
210000,0.032967567443847656
220000,0.04363536834716797
220000,0.05771803855895996
220000,0.03435468673706055
220000,0.03528094291687012
220000,0.03585100173950195
230000,0.03658652305603027
230000,0.03632760047912598
230000,0.03585100173950195
230000,0.03571367263793945
230000,0.03575015068054199
240000,0.03842329978942871
240000,0.03754448890686035
240000,0.03724026679992676
240000,0.037772417068481445
240000,0.036986351013183594
250000,0.03835034370422363
250000,0.03892707824707031
250000,0.0385739803314209
250000,0.03880810737609863
250000,0.03948616981506348
260000,0.04050922393798828
260000,0.04040026664733887
260000,0.04038882255554199
260000,0.040369510650634766
260000,0.04108738899230957
270000,0.041753292083740234
270000,0.04185032844543457
270000,0.04165506362915039
270000,0.04169964790344238
270000,0.041745662689208984
280000,0.04323315620422363
280000,0.043160438537597656
280000,0.043242692947387695
280000,0.04317450523376465
280000,0.04280376434326172
290000,0.04480409622192383
290000,0.046430349349975586
290000,0.044629812240600586
290000,0.04479503631591797
290000,0.04619717597961426
300000,0.04623150825500488
300000,0.0479121208190918
300000,0.047597408294677734
300000,0.047312259674072266
300000,0.04626297950744629
310000,0.048891305923461914
310000,0.047516584396362305
310000,0.04761672019958496
310000,0.04825711250305176
310000,0.047879695892333984
320000,0.049321651458740234
320000,0.04895281791687012
320000,0.049376726150512695
320000,0.04853248596191406
320000,0.04868650436401367
330000,0.05072617530822754
330000,0.05082345008850098
330000,0.05137133598327637
330000,0.05101466178894043
330000,0.05095243453979492
340000,0.052294015884399414
340000,0.052243947982788086
340000,0.051601409912109375
340000,0.052384138107299805
340000,0.052091360092163086
350000,0.0536041259765625
350000,0.053391456604003906
350000,0.053559064865112305
350000,0.05355072021484375
350000,0.05318784713745117
360000,0.05749106407165527
360000,0.05469083786010742
360000,0.05509018898010254
360000,0.05514168739318848
360000,0.0545809268951416
370000,0.056040287017822266
370000,0.0559232234954834
370000,0.05654191970825195
370000,0.056255340576171875
370000,0.05680418014526367
380000,0.05803179740905762
380000,0.05722403526306152
380000,0.05760478973388672
380000,0.05975651741027832
380000,0.058454036712646484
390000,0.059325218200683594
390000,0.05888104438781738
390000,0.060950517654418945
390000,0.05919766426086426
390000,0.059288740158081055
400000,0.06096792221069336
400000,0.06072497367858887
400000,0.06068277359008789
400000,0.06104302406311035
400000,0.06065559387207031
410000,0.0627286434173584
410000,0.06250476837158203
410000,0.06252527236938477
410000,0.06223773956298828
410000,0.06214451789855957
420000,0.0633544921875
420000,0.06371831893920898
420000,0.06409025192260742
420000,0.06652998924255371
420000,0.06408166885375977
430000,0.06559610366821289
430000,0.06524658203125
430000,0.06470727920532227
430000,0.06555438041687012
430000,0.06550121307373047
440000,0.06637954711914062
440000,0.06718015670776367
440000,0.0671391487121582
440000,0.06645894050598145
440000,0.06698489189147949
450000,0.06761908531188965
450000,0.06806159019470215
450000,0.0687248706817627
450000,0.06756019592285156
450000,0.06834220886230469
460000,0.07019782066345215
460000,0.06976580619812012
460000,0.06990194320678711
460000,0.06996655464172363
460000,0.07004165649414062
470000,0.07252836227416992
470000,0.07322072982788086
