size,runtime
10000,0.001386880874633789
10000,0.0009946823120117188
10000,0.0010166168212890625
10000,0.0010433197021484375
10000,0.0010135173797607422
20000,0.0009675025939941406
20000,0.0009784698486328125
20000,0.0009772777557373047
20000,0.0009772777557373047
20000,0.0009691715240478516
30000,0.0009722709655761719
30000,0.0009737014770507812
30000,0.0009698867797851562
30000,0.0010287761688232422
30000,0.0009775161743164062
40000,0.0009596347808837891
40000,0.0009927749633789062
40000,0.001100301742553711
40000,0.0010132789611816406
40000,0.000982046127319336
50000,0.0009663105010986328
50000,0.0010037422180175781
50000,0.0010061264038085938
50000,0.0009837150573730469
50000,0.0009703636169433594
60000,0.0009572505950927734
60000,0.0009791851043701172
60000,0.0009641647338867188
60000,0.0009646415710449219
60000,0.0009622573852539062
70000,0.0009686946868896484
70000,0.0009665489196777344
70000,0.0009746551513671875
70000,0.0009739398956298828
70000,0.0009720325469970703
80000,0.0009653568267822266
80000,0.0009603500366210938
80000,0.0009889602661132812
80000,0.0009636878967285156
80000,0.0009765625
90000,0.0009851455688476562
90000,0.0010004043579101562
90000,0.0009551048278808594
90000,0.0009775161743164062
90000,0.0009875297546386719
100000,0.0009937286376953125
100000,0.000978708267211914
100000,0.0009567737579345703
100000,0.0010085105895996094
100000,0.0009760856628417969
110000,0.0009839534759521484
110000,0.0009701251983642578
110000,0.0009882450103759766
110000,0.0010004043579101562
110000,0.0009770393371582031
120000,0.0009706020355224609
120000,0.0009565353393554688
120000,0.000972747802734375
120000,0.0009739398956298828
120000,0.0009756088256835938
130000,0.0009658336639404297
130000,0.0009543895721435547
130000,0.0009715557098388672
130000,0.0009596347808837891
130000,0.0009744167327880859
140000,0.0009737014770507812
140000,0.0009701251983642578
140000,0.0009577274322509766
140000,0.0009760856628417969
140000,0.0009558200836181641
150000,0.000978231430053711
150000,0.0010972023010253906
150000,0.0010385513305664062
150000,0.0009791851043701172
150000,0.0009632110595703125
160000,0.0010023117065429688
160000,0.0010378360748291016
160000,0.0009810924530029297
160000,0.0009698867797851562
160000,0.0009624958038330078
170000,0.000993490219116211
170000,0.0009677410125732422
170000,0.0009620189666748047
170000,0.0009622573852539062
170000,0.0009701251983642578
180000,0.0009703636169433594
180000,0.0009713172912597656
180000,0.0009529590606689453
180000,0.000980377197265625
180000,0.0009593963623046875
190000,0.0009682178497314453
190000,0.0009653568267822266
190000,0.0010180473327636719
190000,0.0009722709655761719
190000,0.0009648799896240234
200000,0.0009653568267822266
200000,0.0009636878967285156
200000,0.0009598731994628906
200000,0.0009560585021972656
200000,0.0009713172912597656
210000,0.0009682178497314453
210000,0.0009682178497314453
210000,0.0009827613830566406
210000,0.0009856224060058594
210000,0.0009562969207763672
220000,0.0009818077087402344
220000,0.0009949207305908203
220000,0.000989675521850586
220000,0.0009682178497314453
220000,0.0009763240814208984
230000,0.0010035037994384766
230000,0.0010187625885009766
230000,0.0009629726409912109
230000,0.0009624958038330078
230000,0.0009984970092773438
240000,0.0010044574737548828
240000,0.0009877681732177734
240000,0.0009710788726806641
240000,0.0009655952453613281
240000,0.0010266304016113281
250000,0.0009677410125732422
250000,0.0009870529174804688
250000,0.000972747802734375
250000,0.001026153564453125
250000,0.0009686946868896484
260000,0.0009725093841552734
260000,0.0010333061218261719
260000,0.0009772777557373047
260000,0.0009646415710449219
260000,0.0010080337524414062
270000,0.001001596450805664
270000,0.0009677410125732422
270000,0.0009675025939941406
270000,0.0010006427764892578
270000,0.0010178089141845703
280000,0.0009691715240478516
280000,0.0009791851043701172
280000,0.001008749008178711
280000,0.0011279582977294922
280000,0.0009832382202148438
290000,0.0009756088256835938
290000,0.0009603500366210938
290000,0.0009682178497314453
290000,0.0009799003601074219
290000,0.0009763240814208984
300000,0.0010197162628173828
300000,0.0009698867797851562
300000,0.0009756088256835938
300000,0.000993967056274414
300000,0.0010857582092285156
310000,0.0009768009185791016
310000,0.0009629726409912109
310000,0.0009944438934326172
310000,0.000978708267211914
310000,0.0009777545928955078
320000,0.0009701251983642578
320000,0.0010063648223876953
320000,0.0009801387786865234
320000,0.0009565353393554688
320000,0.000972747802734375
330000,0.0009548664093017578
330000,0.0009944438934326172
330000,0.0009653568267822266
330000,0.0009739398956298828
330000,0.0009644031524658203
340000,0.0010037422180175781
340000,0.0009799003601074219
340000,0.0009629726409912109
340000,0.0009799003601074219
340000,0.0009810924530029297
350000,0.0009779930114746094
350000,0.0009829998016357422
350000,0.0009682178497314453
350000,0.0009722709655761719
350000,0.0009710788726806641
360000,0.0009915828704833984
360000,0.0009870529174804688
